title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Can't Stop,Eagles & Butterflies,3M9rcIxTMj35qPyqtNeLe5,0.829,0.489,5,-5.675,0,0.0362,0.00297,0.0886,0.0612,0.582,117.007
Ocean Drive,Duke Dumont,0b6wdul3A5sQNpIOv03OxP,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026
Young Lies,Poté,20Q1NJcsDQthZNs1g3T6e7,0.712,0.673,1,-8.295,1,0.0643,0.0206,0.0176,0.327,0.389,121.008
What To Do - Original Mix,Guy Gerber,2yjMMslOBqUDLbIA7tg0VC,0.725,0.745,0,-12.009,0,0.0419,0.0739,0.865,0.066,0.703,122.011
Where Are You?,Musumeci,0bqm0Y0xapzpSCILoolsSn,0.781,0.866,6,-9.381,1,0.0951,0.00162,0.888,0.0826,0.906,123.007
Lemonade,Internet Money,02kDW379Yfd5PzW5A6vuGt,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04
Family,Matrix & Futurebound,6BfNfiZ7Zw2hxNFgRoT1fW,0.479,0.954,7,-3.628,1,0.0402,0.00014,0.321,0.29,0.705,173.958
Insomnia 2021 - Epic Edit,Maceo Plex,6E1VvKBTi0FtLhE8b6GxbE,0.643,0.968,4,-5.323,0,0.0589,0.029,0.0426,0.0994,0.23,126.028
One Right Now (with The Weeknd),Post Malone,00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014
Cumbia Sobre el Mar,Quantic,61muv9lHtgN18qbm9oK9pH,0.615,0.601,0,-8.147,1,0.0584,0.0732,0.427,0.102,0.662,84.614
Used to This,Wilkinson,6IlL9Xlnm0Oq6wXSe6TH9v,0.686,0.756,5,-3.888,0,0.0374,0.0314,0.0234,0.154,0.345,87.004
Ginkhoe,Various Artists,1y7vBM477UOq82FP9Xh13a,0.874,0.594,8,-8.804,1,0.0331,0.0223,0.436,0.0868,0.488,124.991
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,7icHQ0UDRFe98tfvI0yyhL,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002
Spooky - Quinten 909 Extended Remix,Dusty Springfield,4pR0M3MWNjotbg7YOq9yn5,0.861,0.798,4,-8.85,0,0.0687,0.00811,0.0136,0.0585,0.975,122.993
beachin,piri,1LjMPAZCsTIdMuwlM9PcPF,0.67,0.639,10,-9.659,0,0.0393,0.308,0.00123,0.224,0.836,86.99
At the Speed of Light,Bronco Joyce,0ahor2KU9ZnhhbjAWJg9Tk,0.753,0.898,5,-9.566,1,0.0424,0.00566,0.885,0.0946,0.656,119.973
Do It Again,Steely Dan,2BstRQGodshjGpeDGQiNgo,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574
Shout,Pesukone,3R9bWEw6VowflXqQvLASnV,0.725,0.839,0,-8.138,1,0.0485,0.000135,0.849,0.193,0.235,128.0
Element,Pesukone,4Jz2sctS1xlL5U89nwsjZC,0.603,0.724,4,-9.445,0,0.0339,0.00163,0.652,0.138,0.414,128.009
Shock Mood - SongBot Mix,Empty Elevator,2GMgYgpRtWGKdkgtGoYxsC,0.757,0.0764,0,-20.293,0,0.0853,0.0305,0.803,0.105,0.0547,120.007
Waiting For My Elevator Takes Eternity,Empty Elevator,1blXYqwwngeiyAM6yyB8D4,0.677,0.267,10,-16.99,0,0.0336,0.573,0.834,0.116,0.675,128.039
Purple Elevator,Empty Elevator,26EPsIaMzBHlEGIoyZVzoz,0.699,0.242,3,-20.777,0,0.0447,0.834,0.163,0.164,0.0772,127.927
Over Pressure,Empty Elevator,4nmfooE3tivu5XrPyXOSiq,0.579,0.831,10,-6.559,1,0.406,0.0226,0.564,0.381,0.171,126.9
Superstar In The Elevator,Empty Elevator,2XVBPLiGPYQr6PnLpc3Lyv,0.666,0.75,10,-9.963,0,0.0785,0.279,0.738,0.0674,0.365,142.975
Art In The Elevator,Empty Elevator,6dTktXmkQBQQNanmBcHyzo,0.948,0.251,2,-11.748,0,0.0771,0.605,0.91,0.0545,0.397,121.02
Drilling Tunnels - SongBot Mix,Empty Elevator,1WpKLvwIjZnLCwsvy4YZbV,0.768,0.587,0,-12.139,1,0.476,0.55,0.852,0.0731,0.558,121.044
Kryptonite,Pesukone,7ehkewqpMUAWKViXowHPdx,0.55,0.942,4,-5.539,0,0.0509,0.00683,0.000882,0.964,0.211,127.863
Wicked Sparkle,Pesukone,3DKRXTJ6lOj64mWZpvwX5a,0.671,0.859,6,-7.697,0,0.129,0.0331,0.775,0.213,0.584,120.961
First Floor,Empty Elevator,2MzqUIPPLHRHbjINY8QXpl,0.689,0.222,11,-15.546,1,0.0555,0.346,0.886,0.366,0.206,84.992
Rusty Cables,Empty Elevator,2CIOBQbobzTidN6XDpQ4HM,0.801,0.456,9,-8.422,0,0.0337,0.773,0.871,0.0961,0.492,121.006
Floor Control,Pesukone,0Z17jdIqnLRpjcMxMApu8q,0.884,0.566,0,-7.125,1,0.0762,0.353,0.914,0.0961,0.53,123.025
Far Away,Pesukone,6VEFQxxMm4CKnJmqEBaQ7p,0.622,0.818,2,-8.331,1,0.0347,0.0059,0.00179,0.0962,0.409,109.944
Hennessy,Pesukone,1Z7rG5t6qoV3qR45minBBm,0.832,0.677,7,-7.584,0,0.0401,0.386,0.00016,0.13,0.758,114.008
Behind Blue Eyes,Pesukone,1XX05PA1PhSsdwtpcCgae8,0.733,0.882,0,-6.217,1,0.0568,0.00742,0.263,0.13,0.248,125.012
Strawberry Days,Pesukone,1035Wu8xLwJT2u41EW8kMk,0.853,0.557,1,-11.743,1,0.361,0.262,0.701,0.0995,0.641,121.074
Lime Days (Triple Sour Edition),Pesukone,3JvFXcpI4y1uPCtfviDgYv,0.643,0.599,1,-11.314,1,0.0801,0.0366,0.904,0.103,0.135,124.135
Booty Bounce,Pesukone,0bykiYN1ixqz5nwFNAuBRu,0.798,0.792,1,-5.612,1,0.12,0.00102,0.0847,0.371,0.344,127.971
Done With You,Pesukone,7570czrCAPw4iezJgc33dM,0.716,0.638,11,-8.402,1,0.0362,0.362,0.186,0.156,0.637,126.02
Watermelon,S productions,1hNE5Yxx9O0ffBim1Y1QgV,0.779,0.613,4,-8.715,0,0.0537,0.0119,0.925,0.092,0.38,120.016
Happy Bot,SongBot,08LBaWDTe8IRO7skBfysqz,0.716,0.275,6,-13.335,0,0.0488,0.000773,0.84,0.115,0.194,124.973
Down,BWNCE,4vE7IX7sGxX86o4WMmrCSy,0.704,0.887,8,-10.55,1,0.0692,0.0126,0.0519,0.139,0.798,126.018
Máquina,Pesukone,6N7fJONF9smUlg7PX2mqL7,0.632,0.616,11,-9.795,1,0.0626,0.347,0.00235,0.796,0.299,121.09
In Motion,Pesukone,25CjRHsVjmyFRC2mszyDcD,0.667,0.933,0,-3.626,0,0.0446,0.000165,2.73e-06,0.766,0.391,125.003
Timeless,Pesukone,47uUFkeEeJprnTUXRmwwjR,0.768,0.805,9,-9.792,0,0.0739,0.0816,0.695,0.138,0.326,126.016
Pineapple Days,Pesukone,1wTJCBLFxGg8AXaVIKcY2F,0.739,0.763,9,-7.936,1,0.0474,0.0837,0.878,0.112,0.801,121.0
Let It Flow,Pesukone,3dl7hq22DNv0fMduMuwdeN,0.729,0.355,0,-13.902,1,0.242,0.729,0.0916,0.152,0.4,121.01
Toro Loco Plays Ropa Suja,Pesukone,7wmhPOkxGtWGi0Ik3EbqIn,0.756,0.72,6,-5.851,0,0.052,0.0513,0.00139,0.257,0.374,125.989
Step By Step,Pesukone,5NgSTc6bGqILlyzlQrFcD4,0.579,0.311,11,-10.164,1,0.164,0.378,0.0,0.14,0.329,81.323
Mama Mia,Mizta Z,5LKVSuoD9WPfT1M6AccRqi,0.653,0.722,4,-8.3,0,0.0395,0.0792,0.000378,0.105,0.503,100.036
I Go Dey,Mizta Z,6V9V977csDODBMKRYHE0r2,0.876,0.749,10,-8.668,0,0.114,0.247,0.000186,0.107,0.761,113.042
Better Days,Pesukone,28kHltq7Hv0ih4IwgcMnpz,0.815,0.606,2,-4.49,1,0.0602,0.198,0.0,0.344,0.396,110.086
"Men In Black - From ""Men In Black"" Soundtrack",Various Artists,3Dq2FHZ73hBUG815MoapQu,0.8,0.586,5,-8.396,0,0.066,0.092,0.00115,0.109,0.686,107.543
"What Is Love - 7"" Mix",Haddaway,0bgkE357h56UcH4tyAnzil,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871
The Rhythm of the Night,Corona,4oUr6mgNSjQjyGs8kbXzU5,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822
Ice Ice Baby - Radio Edit,Vanilla Ice,0BRq5EUvAP7F6c1yPAZTCR,0.977,0.488,2,-15.962,1,0.12,0.0502,0.0,0.0826,0.77,115.726
It's My Life,Dr. Alban,6HdM7gzXVgcpepv276raog,0.655,0.933,7,-7.703,1,0.0536,0.00332,0.0365,0.0983,0.472,128.701
Barbie Girl,Aqua,5ZrDlcxIDZyjOzHdYW1ydr,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991
Rhythm Is A Dancer,SNAP!,1IWzfq3sLedGQ3fb2hAMBA,0.757,0.651,9,-14.916,0,0.0333,0.214,0.261,0.0902,0.861,124.368
Coco Jamboo,Mr. President,5fRvePkRGdpn2nKacG7I6d,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021
Mr. Vain - Original Radio Edit,Culture Beat,4ih3dyFZoeTdaeJW9mPbOI,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,623rRTKwGmgjH6sjE9uWLh,0.65,0.82,5,-10.9,0,0.0356,0.0655,0.00274,0.215,0.757,135.982
Mr. Vain,Culture Beat,2rTYgHxgcndkUrRoU7x0Sv,0.676,0.996,9,-7.946,0,0.0397,0.0478,0.262,0.333,0.4,132.871
Mambo No. 5 (a Little Bit of...),Lou Bega,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
All That She Wants,Ace of Base,6kWJvPfC4DgUpRsXKNa9z9,0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764
Marea (We’ve Lost Dancing),Fred again..,1t0Jmqg1pKVBbxjQFZebeR,0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023
Miss You - Long Edit,The Dynamics,3KL5WfKxvv5hJesJNITvb2,0.814,0.75,5,-7.364,0,0.0725,0.271,0.104,0.12,0.938,95.346
Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948
"Yes Sir, I Can Boogie",Baccara,2LScqpywMqGcnum6nNaxXX,0.454,0.769,2,-7.653,1,0.0814,0.127,3.23e-06,0.175,0.491,122.531
Opus,Eric Prydz,3v2oAQomhOcYCPPHafS3KV,0.275,0.721,6,-6.222,0,0.0359,0.000702,0.821,0.0792,0.184,125.156
I Feel Love,Sam Smith,29MOOOmMRPeWyPwKQFoF5t,0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015
No Man No Cry - Jimmy Sax Version,Oliver Koletzki,426lDtGrejS1wga7gmAmDv,0.775,0.601,5,-9.549,1,0.0849,0.129,0.616,0.129,0.355,121.998
Dorothy,Polo & Pan,2GuIRSthEpYN5MO6PGD7Vx,0.803,0.427,8,-10.819,1,0.0509,0.0245,0.405,0.0953,0.439,118.008
Paris,Kungs,0k4A0wcdZLY0OSQ1ugfi3J,0.579,0.596,10,-10.767,1,0.256,0.00543,0.962,0.273,0.0537,124.005
Hoping (Herbert's High Dub),Louie Austen,5S6XqiyVSF0OU96LOw9UXP,0.932,0.479,4,-8.235,0,0.0519,0.0919,0.0539,0.0905,0.968,124.016
Praise You (Purple Disco Machine Remix) - Radio Edit,Fatboy Slim,0h078RRiZ0cGTG8XOgbqkE,0.813,0.782,1,-5.764,1,0.0341,0.0474,0.279,0.0577,0.811,120.988
Sugar (feat. Francesco Yates),Robin Schulz,5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063
And The Living Is Easy,Various Artists,4Vldw0eUgCbhgyxAWY6JMk,0.872,0.61,5,-7.965,0,0.0421,0.0847,0.322,0.643,0.559,114.995
Nanã,Polo & Pan,0Psz3az3RIYfJpnsajBT8N,0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035
Paris City Jazz,Bellaire,2HTzzn4hP4PHlX2nLotWF4,0.773,0.858,0,-7.145,0,0.0465,0.0221,0.621,0.0913,0.811,125.002
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
Changes - Radio Mix,Faul & Wad,2SdMEke7JCBEo8t60iyw2r,0.772,0.7,1,-7.285,1,0.0332,0.00585,0.49,0.0745,0.426,126.017
Get Get Down,Paul Johnson,4h4AEqy0iBbjdlbtWvIx5O,0.879,0.95,5,-6.375,0,0.0746,0.000161,0.806,0.0714,0.615,126.903
Gipsy Woman - Summer 91 Remix,Glass Waters,03qqUHCSB9XEiwNUxb9KQH,0.762,0.555,9,-9.104,0,0.0303,0.0172,0.00662,0.0962,0.292,118.763
Who Loves The Sun,Jo.Ke,2u2aognU8U2C3bPJO5pVmz,0.985,0.686,10,-9.905,0,0.051,0.189,0.669,0.193,0.693,120.004
Kackvogel - Original Mix,Solomun,031AIGrfnhZYJxegTuYw9W,0.875,0.745,7,-10.156,1,0.0466,0.208,0.449,0.0749,0.365,117.995
Joys - Purple Disco Machine Remix,Roberto Surace,5Eo2aKJbdkUIZPyuZIqB3c,0.833,0.788,8,-5.565,1,0.0439,0.00845,0.215,0.057,0.813,123.019
Mi Mujer,Nicolas Jaar,4QHKR48C18rwlpSYW6rH7p,0.816,0.635,10,-8.354,0,0.0517,0.105,0.846,0.105,0.307,124.005
Sorry I Am Late - Extended,Kollektiv Turmstrasse,4FpawvuBz4HxTz7UqR4ter,0.851,0.535,6,-12.51,1,0.0688,0.0214,0.734,0.0662,0.353,122.016
Canopée,Polo & Pan,260V7huyJrXnyYe0dFv2Fa,0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005
El Bandido,Various Artists,0YQznyH9mJn6UTwWFHqy4b,0.859,0.399,1,-11.089,1,0.0451,0.155,0.388,0.0999,0.254,124.009
No Eyes - Radio Edit,Claptone,1a8tAQAzHIPQ00OPBXGWPz,0.93,0.483,3,-9.925,1,0.0411,0.0289,0.00244,0.103,0.57,120.022
Summer Days,Radio Citizen,2YCcYjoyShxR1fko25WTdc,0.836,0.401,9,-10.949,0,0.148,0.489,0.00126,0.237,0.477,140.008
Heartbeat,Claptone,68Q6c22JNyLUlZYX4dE2tn,0.811,0.647,10,-7.916,0,0.0406,0.0174,0.349,0.0829,0.708,120.01
Man on the Moon (Bonus Track) - Miguel Campbell Remix,Klangkuenstler,7vlL1ied7PzzE8tLGBfEEM,0.901,0.303,10,-10.809,1,0.0524,0.00335,0.0504,0.0851,0.766,121.992
Voodoo Sonic,Parov Stelar,58eCbxADTxNYKK7mlTaB49,0.759,0.666,6,-5.984,0,0.0508,0.117,0.148,0.359,0.587,120.007
Whistle,Sporto Kantès,24QxtpzKvvROLeTnaY0OQQ,0.685,0.81,9,-4.444,1,0.0903,0.215,0.0,0.0834,0.937,87.459
Fade Out Lines - The Avener Rework,The Avener,6Un6kjADPaylQqaRIbpLWE,0.855,0.693,8,-5.662,0,0.0308,0.0165,0.0794,0.118,0.687,119.004
Baianá,Bakermat,780be5fB7823aHG06mwTat,0.587,0.722,2,-6.983,0,0.0709,0.000754,0.668,0.543,0.466,121.964
Starry Night - Original Mix,Peggy Gou,5xwzmfxNAxZwMjznQ0eVXL,0.792,0.818,8,-8.563,0,0.0363,0.00446,0.724,0.0652,0.898,123.007
Riptide - FlicFlac Edit,Various Artists,064oKzMatZ25UKDhMO0EXr,0.709,0.617,8,-9.26,1,0.041,0.252,0.000932,0.0844,0.636,115.997
Young Souls,Broken Back,7p2RlyF403KmPmZm2TxKl3,0.702,0.606,8,-10.285,0,0.0443,0.416,0.0,0.145,0.463,99.95
Music Sounds Better with You,NEIL FRANCES,1vMGIZbIkpaLSagdF2ygcV,0.927,0.525,8,-8.256,0,0.0667,0.274,0.238,0.0672,0.778,118.023
Moon (And It Went Like),Kid Francescoli,24upABZ8A0sAepfu91sEYr,0.662,0.657,7,-10.002,1,0.0345,0.288,0.856,0.102,0.0584,117.986
Headson,Kazy Lambist,1m8nxmNtzdJMGPKi5R3aJ2,0.825,0.539,0,-10.514,1,0.0373,0.401,4.77e-05,0.12,0.586,114.993
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,0lqfBvf1Gqmmt3l5Qeirlm,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018
Surfin' U.S.A. - Remastered 2001,The Beach Boys,0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231
"Paint It, Black",The Rolling Stones,1Xdhp215nsdETJ17AtC7ve,0.465,0.754,4,-10.541,0,0.081,0.059,0.00421,0.409,0.635,158.93
I'm a Believer,The Monkees,1CSLeVCXmetBh8IkTPMFdL,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463
How Far We've Come,Matchbox Twenty,1EHh1fC9FCKw31wotfXx7L,0.566,0.905,0,-5.093,1,0.0646,0.0045,0.0,0.21,0.792,83.0
Lonely Boy,The Black Keys,3dOAXUx7I1qnzWzxdnsyB8,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3
Make Light,Passion Pit,0lo98Gacg04cnpdrPHcBcF,0.523,0.663,7,-4.372,1,0.0324,0.00142,0.00953,0.513,0.465,160.01
One Way Or Another,Blondie,5Q7cE6wGHMehLFo2ppkk5D,0.445,0.872,6,-6.294,0,0.0602,0.00402,0.00909,0.047,0.834,162.407
Sour Cherry,The Kills,1ICV1zuhS5APyRDXhifYJO,0.802,0.705,7,-5.153,1,0.171,0.124,3.26e-06,0.0293,0.972,160.178
Sydney (I'll Come Running),Brett Dennen,7shOuDh6jyORhGzMIU49Uj,0.565,0.827,4,-4.982,1,0.126,0.0261,0.0,0.0743,0.926,165.087
The River,Good Charlotte,1eylM8qwVdD1AXDy3vjSgT,0.439,0.945,1,-2.21,1,0.138,0.00677,0.0,0.166,0.455,161.954
I Can Talk,Two Door Cinema Club,4N90LxX3kWhJucPQ484Qy9,0.471,0.75,9,-4.864,0,0.196,3.13e-05,0.103,0.271,0.652,162.944
"Happy - From ""Despicable Me 2""",Pharrell Williams,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019
From a Window Seat,Dawes,5FlMdc5aNeDS9mf6dYpnJX,0.539,0.808,4,-7.705,0,0.0432,0.00145,1.39e-05,0.184,0.686,169.281
Salute Your Solution,The Raconteurs,4I3573QbRpER4HPzyFSFJa,0.266,0.946,9,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.465
I'm Shakin',Jack White,2DE5W2ttItweMRsiMgIiSF,0.574,0.786,4,-10.091,0,0.252,0.0138,0.000371,0.0659,0.739,80.021
A Little More,Eric Hutchinson,3AH12fVi34vJVqriMpM6Bo,0.643,0.741,2,-5.084,1,0.0404,0.013,2.34e-05,0.0711,0.935,80.043
Hard Work (160 BPM),U.S. Drill Sergeant Field Recordings,5dpxOa9h0QAOSf5qALSARu,0.825,0.541,11,-10.635,0,0.554,0.93,0.0,0.147,0.875,79.984
Freestyler,Bomfunk MC's,4eZO97RGFo7IN6gm24Nv0S,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015
Black Widow,Iggy Azalea,71vsEyBd4X1D5BUmLdFSVH,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99
Run - TDH Remix,Baby Blue,5XOLVAMCqXx0WzBZhfOxsw,0.468,0.901,5,-5.476,0,0.328,0.00404,0.0,0.33,0.48,170.043
Go With The Flow,Queens of the Stone Age,0wzRcekWyVCSyPtlPOeJau,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39
Chapter 1 of 9,Tiësto,5XCfN8cUWnFWvBmmffEpyj,0.378,0.955,5,-3.628,0,0.0465,0.000265,0.886,0.635,0.276,164.969
Rollercoaster,Bleachers,3Ao4MeZQu5BA3H3K2QeBl2,0.543,0.845,10,-6.384,1,0.0553,0.00208,0.136,0.248,0.448,162.005
Chicago (feat. Lefty & Nikes),BSN Posse,7iSYeJOtNFuPwNg0gEStEL,0.502,0.794,1,-9.8,1,0.0526,0.00841,0.392,0.116,0.307,160.034
Ralph Wiggum,Bloodhound Gang,5IlnXh8UP2AxrtHNADivPz,0.472,0.979,9,-3.896,1,0.0721,0.00275,7.55e-06,0.111,0.638,157.985
You,Bad Religion,71dRBSmaKMdaFZPeZlVzf5,0.319,0.995,0,-2.94,1,0.0848,0.000653,0.0,0.274,0.334,155.232
My Best Friend (Is a Nihilist),Iron Chic,10PC3UEH63piWH575t4Xdt,0.389,0.958,9,-6.487,1,0.0503,2.48e-05,0.000413,0.195,0.787,156.956
Death,Various Artists,71AhzZwlW0hrMb5rxEbvmJ,0.723,0.936,8,-6.496,0,0.0794,0.00521,0.724,0.208,0.762,160.066
160 BPM (feat. David Macinski) - Original Mix,Matt Ether,3sntRbeuOupKJxVLv9tny7,0.413,0.902,2,-8.266,1,0.0334,3.91e-05,0.872,0.0645,0.392,159.987
In Da Club Before Eleven O' Clock,DJ Rashad,2JsQdDbuwFYNwykifahaYL,0.804,0.741,5,-6.818,0,0.2,0.249,0.0019,0.116,0.484,159.844
Bigolbutt,Big Dope P,2emvyUdBRHnxKD1QRO6UDS,0.836,0.855,4,-6.671,1,0.256,0.00213,0.0307,0.139,0.519,160.069
"Drank, Kush, Barz",DJ Rashad,5xFy8h9eEJUjOIXGKRE19C,0.545,0.803,0,-5.247,1,0.0603,0.00413,3.52e-06,0.144,0.374,160.199
It's Wack,Heavee,0rTXIYXmMd9NWSJQM0w0K3,0.826,0.238,8,-14.37,1,0.435,0.0157,0.676,0.321,0.444,79.94
Double Cup,DJ Rashad,2XIkHtXz6sgoayg3fESr9U,0.595,0.707,7,-8.775,1,0.296,0.102,0.346,0.116,0.441,120.118
WFM,Heavee,4V7vv7lvro6yMyJZm9Z96F,0.855,0.49,6,-13.725,0,0.268,0.0724,0.184,0.0848,0.618,160.021
GET U SOME,Teklife,5JcIDfhbvDCtwQUanFN87R,0.684,0.65,5,-9.815,0,0.12,0.00184,0.347,0.0886,0.488,160.051
Let's Get Lost (feat. Devon Baldwin) - Teklife Remix,G-Eazy,0HenVYI9rNIKEgJ3PXtkkS,0.637,0.858,7,-5.606,1,0.0874,0.277,2.14e-05,0.196,0.673,159.935
Sick Shyt,Teklife,7aSLXUKTvQp5YEroW5JpEK,0.422,0.854,6,-7.294,0,0.0472,1.08e-05,0.936,0.354,0.29,159.886
WE GON DANCE,Teklife,3MI20cDoa9zWn0c70ikDq4,0.805,0.738,11,-12.079,0,0.255,0.0517,0.875,0.0744,0.412,160.047
Grateful,Kush Jones,6XjjJdyY0zS25nsqzXeMAl,0.699,0.567,4,-8.145,0,0.13,0.00201,0.0372,0.0838,0.591,159.988
Lethal,DJ Mastercard,7FdQfxvybWVBu5EGCNmyA5,0.547,0.909,4,-7.644,0,0.0552,0.00282,0.707,0.097,0.388,159.97
Deep Insight - Mixed,Om Unit,6j47sOUZYzfjNBslem6nqr,0.69,0.666,1,-10.08,0,0.11,0.0416,0.874,0.0937,0.348,160.081
Acid Bit,DJ Rashad,62qTgeNdswNbPAsY9qm8vk,0.797,0.755,7,-5.133,1,0.197,0.0375,0.865,0.105,0.214,160.023
Runnin' - Machinedrum Remix,Kelis,7xRKHhAYDixP5I3fwOB5p8,0.534,0.782,2,-7.338,0,0.0531,0.096,0.00124,0.221,0.305,160.035
I'm Too Hi,DJ Rashad,6V6WiV84eIdc01S6KDsAta,0.494,0.73,10,-9.195,0,0.356,0.371,0.0217,0.536,0.17,119.924
Welcome to Paradise,Green Day,5kr3j5Clb9rjEposoMyLVt,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428
Brain Stew,Green Day,1nLnpLXvl68RZCSjfkyiaa,0.559,0.543,1,-5.429,1,0.302,0.00133,2e-05,0.0577,0.337,75.958
Cold & Rain,Fracture,1lFspyszwVG5CjUgg7eW3U,0.594,0.975,4,-1.886,0,0.0629,0.00285,0.0987,0.121,0.536,159.984
On My Mind,Fracture,59QQ7cJ8ZPehccHS85M2Cd,0.695,0.987,6,-1.364,1,0.0824,0.0239,0.704,0.0523,0.16,164.022
All Or Nothing (feat. Diplo & Bunji Garlin),Elliphant,4t80TQHYdtzwnUGBQC4yL1,0.584,0.729,8,-5.634,1,0.209,0.0169,0.0,0.0797,0.561,79.506
Savage Remix (feat. Beyoncé),Megan Thee Stallion,5v4GgrXPMghOnBBLmveLac,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459
"Balaclava (feat. MC Spyda, D Double E & Frisco) - Skeptical Remix",SHY FX,4NLcQyvFDuJmKvfb8DuAuY,0.782,0.858,10,-2.473,0,0.174,0.0129,0.00675,0.363,0.344,87.526
Let Me Be Me,Nite-Funk,2T7Xyh8KH6i25noZ56VwM6,0.777,0.695,11,-7.244,1,0.0454,0.0315,0.0411,0.112,0.653,117.033
Midnight Peelers,Lapalux,4K5AejrYf9B3MAcjKJF5Yk,0.397,0.638,8,-5.833,1,0.0459,0.00112,8.25e-05,0.108,0.423,176.062
Through the Yard - Fort Romeau Vocal Remix,Kauf,2a2V7LtTkqOLbR182h4YGo,0.673,0.594,10,-7.353,0,0.0498,0.00185,0.802,0.0943,0.527,111.991
ゲーム,death's dynamic shroud,1XFipE8GEnZ7nhWy9yKd9e,0.336,0.603,6,-9.436,0,0.0328,0.243,0.914,0.655,0.215,85.016
Conditional Love,Ménage à trois,2vFO0HNgpk1eVnJpsglZkO,0.614,0.604,9,-8.287,0,0.0275,0.437,0.82,0.194,0.164,95.019
Shari Vari - Original Mix,A Number Of Names,4BcrqUlKh0ez4XJBocmbrN,0.782,0.504,0,-10.977,1,0.123,0.0117,0.0596,0.225,0.455,127.674
Bizarre Love Triangle - 2015 Remaster,New Order,21extzX26A1BEXAkllMPT4,0.629,0.915,10,-6.567,1,0.0383,0.0666,0.793,0.0928,0.892,118.345
Rust,Mieux,7s2VqyMj2aE1LzdWlMbpV8,0.788,0.905,7,-9.225,1,0.0965,0.537,0.318,0.153,0.877,123.968
I'm Ready,DJ Paypal,0qIHeRElaMQ3rwktKH5lsx,0.683,0.909,11,-7.881,0,0.0661,0.00043,0.819,0.0806,0.38,160.021
Nuits Sonores,Floating Points,30sg5TXrB6tgCdvzpvhRg1,0.712,0.644,10,-11.184,0,0.046,0.763,0.878,0.101,0.388,122.978
